1-gram                                  2-gram                                  3-gram                                  4-gram                                  5-gramsentence                                
1.1758042539412387e+37                  4.158788414400844e+28                   1.7397120055809789e+22                  1.0177866167712837e+18                  10159867275863.32                        Bu ise geliştiricilerin gereksiz ve kullanışsız yöntemler kullanmalarına yol açıyor
1.8786794881436865e+47                  3.544947343709114e+36                   1.2677312993149734e+26                  4.9942881229442856e+16                  631973648.1209068                        Çoğu kişi sayfaları standartlara göre değil, IE'de düzgün görünüp görünmediğine göre düzenliyor
4.563073773629921e+64                   2.9386343648695563e+50                  2.2914712576859505e+38                  7.393949697577942e+24                   4.144108795490292e+16                     Bunlara ek olarak, Microsoft bugün birçok sayfanın düzgün görüntülenmemesine neden olan VBScript ve ActiveX gibi tarayıcı eklentilerini geliştirdi
1.1900596533722934e+69                  7.277886774643859e+52                   5.040017140162822e+38                   1.6023443505304202e+24                  1196879249141471.8                        En gülünç durum ise, birçok deneyimsiz kullanıcının, sadece adında 'Internet' sözcüğü geçtiği için Internet Explorer yazılımını 'İnternet' sanması
3.450653796164026e+46                   5.120539901546704e+35                   2.628154398071241e+26                   1.4160277274985056e+17                  97364417460.48108                        (Windows 95 ile desteklenen Internet Explorer sürümünün adı gerçekten "The Internet" [İnternet] idi
3.2249946963079165e+85                  3.392816576125239e+66                   1.4965878428465084e+54                  7.546743553154966e+41                   4.0257170421249874e+24                  ) Gerçekte İnternet, Dünya Çapında Ağ'a bağlı bilgisayarların tümünün oluşturduğu ortam; Internet Explorer ise burada yer alan sayfaları göstermeye yarayan birçok yazılımdan sadece biri
7.111068549212947e+49                   7.920183178047332e+37                   7.55290443619077e+29                    3.586424130089113e+21                   1276671066381283.5                        1998 yılında Netscape geliştiricileri yazılımlarının kaynak kodlarını açarak "Mozilla" olarak yeniden adlandırdılar
1.1628964733225972e+24                  1.0173895213631542e+18                  293070726657470.1                       362964501684.3982                       5536563011.505028                        Mozilla kısa sürede birçok yeni özellikle donatıldı
1341.6091058026116                      19.855854109787426                      2.747965032564355                       None                                    None                                     2003 yılında 1
8.722360039420404e+38                   5.9886767009409655e+29                  4.451887392946508e+24                   3.8450348905551066e+17                  582602148410.2086                       0 sürümüne ulaşan Mozilla, en gözde açık kaynaklı yazılımlar arasındaki yerini aldı
6.643311813306798e+78                   1.4213258133144511e+63                  5.2178377240088285e+51                  5.067208672082735e+38                   2.872771658020883e+27                    Daha sonra Mozilla'nın türevi olan ve geliştirilmesinde ağ taramasına yoğunlaşılan Mozilla Firefox; Windows, Linux, Mac OS ve diğer işletim sistemlerinde kullanılmaya başlandı
1.3440137162726012e+64                  6.422998340049777e+48                   1.0950889219776822e+38                  5.1840092627275067e+26                  2.081853961500349e+18                     KDE'nin bir parçası olan UNIX tabanlı Konqueror, Unix benzeri sistemler üzerinden Mozilla Vakfı ve tarayıcısı Firefox ile yarışıyor
7.292473765101286e+59                   1.0902931745924972e+46                  3.3830749920212917e+33                  1.0606850396658483e+22                  20317687779871.57                        Macintosh'un öntanımlı ağ tarayıcısı olan Safari de Konqueror'ın KHTML kaynak okuma ve görüntüleme altyapısını kullanıyor
1.3928326007633085e+68                  1.1863828238196282e+54                  9.114795389520792e+42                   1.048981709523805e+31                   3.751424112478367e+23                     Opera pazarda çok küçük bir paya sahip olmasına rağmen işletim sistemi eski olan bilgisayarlarda ve Geniş ekranlı cep telefonlarında çok kullanılıyor
7.2996237189455e+99                     2.3076022737031824e+78                  3.7925468041009e+61                     1.5819172119686314e+46                  2.3341377728632948e+27                    Microsoft 2003 yılında yaptığı bir açıklamayla, Internet Explorer Servis Paketi 1'in işletim sistemiyle bütünleşik olmayan son sürüm olacağını, bundan sonraki gelişmelerin Windows Vista'ya bağımlı olacağını duyurdu
9.824147498721388e+48                   3.0287078590230264e+38                  2.9858150917698138e+32                  2.3123071330513488e+24                  2.6948097865731876e+16                    2008'in sonlarında ise Google yeni tarayıcısını (Google Chrome) üreterek tarayıcı savaşlarında yerini aldı
1.057650691294484e+38                   1.6054234984439934e+29                  2.1312340380410155e+24                  4.5666538519542927e+18                  1219083908469.7053                       2009 yılında Internet Explorer 8'inde gelmesiyle tarayıcı savaşları daha da hız kazandı
5.707074295753542e+79                   2.141732665905878e+63                   2.8619022821617287e+52                  5.307278599829703e+39                   1.2443825642681575e+28                    2009-2010 yıllarında savaş bir kez daha başladı ancak bu sefer daha fazla tarayıcı ve daha fazla şirketle Google Internet Explorer ile savaşırken Firefox güncellemelerini hızlandırdı
3.141404100698565e+30                   6.402330543188571e+24                   5.738421152049717e+20                   560299537131309.5                       169234458.63547307                       17 Kasım 2011'de Google Firefox'a çok yaklaştı hatta geçti ama geriledi
5.892532496524787e+49                   5.22036789412933e+40                    1.0049124105141868e+35                  3.2185782087616953e+22                  17267057735451.393                        Şu an devam etmekte olan mobil tarayıcı savaşının oyuncuları Opera Mobile Opera Mini, Chrome, Safari'dir
1.9375533965802724e+128                 5.016665903773754e+99                   4.4199411937128904e+70                  4.943089289547547e+47                   1.3464562656812237e+26                    Çölyak  Çölyak hastalığı (ya da Gluten Enteropatisi); bağırsaklardaki besin emilimini sağlayan villus denilen yapıların bozulmasına sebep olan ve dolayısıyla da yiyeceklerdeki besinin emilmesini engelleyen ve ince bağırsakta hasarlar oluşturan bir sindirim sistemi hastalığıdır
3.4953599830957748e+140                 4.189527455881797e+113                  4.278582877310404e+86                   1.6860947578693653e+57                  2.9916706930683614e+31                    Küçük çocuklarda kusma, ishal, karın şişliği, iştahsızlık, kilo alamama ve boy uzamasında yavaşlama gibi tipik belirtilerle ortaya çıkabileceği gibi daha ileri yaşlarda sadece kansızlık, boy kısalığı, kemik zayıflığı ve nedeni bilinemeyen karaciğer hastalığı gibi çok değişik belirtilerle de kendini gösterir
1.8816484894622614e+75                  8.417098577589913e+57                   2.377862906495734e+42                   8.114800092151155e+26                   1.2485848020596657e+20                    Çölyak hastası olan kişiler buğdayda arpada çavdarda ve kesin olmamakla birlikte, yulafta bulunan ve gluten olarak adlandırılan bir proteine tahammül edememektedir
1.2395258371808547e+60                  2.0189791581157806e+46                  1.806942231145025e+37                   7.244034625483063e+23                   4340919861629.646                         Çölyaklı hastalar gluten içeren yiyecekler yediklerinde, onların bağışıklık sistemleri bunu ince bağırsaklara zarar vererek yanıtlar
3.387562749165279e+77                   4.268197193345284e+60                   8.106626594852897e+45                   1.751656843149098e+28                   9546006872225970.0                       Özellikle çok küçük ve parmak şekline benzeyen villus olarak adlandırılan ince bağırsaktaki emilimi sağlayan yapılar kaybolur (düzleşir ve görevini yapamaz hale gelir
1.6335875359382352e+35                  6.926468461296906e+27                   5.192592957036532e+20                   48075319282737.01                       314754.4123706095                       )  Yiyeceklerdeki besinler bu villuslardan geçerek kan dolaşımı içine emilirler
4.133910018297285e+28                   2.619043153968381e+21                   215722878335449.4                       6832495.044990923                       788.287825244661                         Villuslar olmadan kişi; ne kadar yiyecek yerse yesin; beslenemez
7.036137033828242e+63                   1.791638251286245e+47                   8.853183565748968e+31                   3.562762364636079e+22                   7375197473593291.0                        Vücudun kendi bağışıklık sistemine zarar vermesinden dolayı çölyak hastalığı oto-immün sistem rahatsızlığı olarak düşünülmektedir
2.8001424945671765e+48                  2.897845527981898e+38                   4.22467758707779e+27                    6.044751620082305e+18                   4616401554282.45                         Bununla birlikte, yiyeceklerin emilememesinden dolayı sindirim rahatsızlığı olarak da sınıflandırılabilmektedir
5.708283861115103e+70                   4.004274362412671e+51                   1.129439075797571e+36                   3.04896304951285e+21                    9465773972026.992                         Çölyak hastalığının kesin tanısı ancak deneyimli bir gastroenterolog tarafından yapılacak kan tahlilleri ve ince bağırsak biyopsisi ile tanımlanabilir
3.5189823664112395e+35                  7.349793459824033e+26                   1.837344598078303e+19                   9780859628790.184                       551966281.6808655                         Çölyak hastalığı genetik bir hastalıktır, yani ailevi kalıtım söz konusudur
1.0567951542476072e+75                  2.0034328605148154e+59                  1.5807697536813966e+44                  2.3887685853242712e+29                  2.4877190922763578e+17                   Bazen hastalık bir ameliyat, çocuk doğumu, hamilelik, viral enfeksiyon ya da şiddetli duygusal stresten sonra tetiklenebildiği gibi ilk seferde de aktif olabilir
3.6677205693707262e+28                  1.0885286201884592e+21                  2981758032527808.5                      70084350504.77478                       130475.41294390909                      Hastalık yaşamının her hangi bölümünde ortaya çıkabilmektedir
2.517244284419599e+50                   7.69325541283724e+38                    2.009661314362188e+31                   2.3656437291606272e+22                  82322073440311.8                         Çölyak kimi kişilerde çocukluk, kimilerinde ergenlik, kimilerinde ise orta yaş grubunda ortaya çıkabilmektedir
3.5141139918056987e+70                  6.723584980429523e+55                   5.694246577143197e+43                   1.988452840475182e+28                   6714663264870027.0                        Tanı konulduktan sonraki aşamada uyulması gereken tek tedavi yöntemi ise size uzman hekim tarafından önerilen gluten içermeyen besinlerle beslenmektir
1.8770451078005716e+49                  2.512594679678682e+37                   5.62738926758207e+27                    3.0221343084370985e+18                  22246774775.94839                        Gluten buğday, arpa, çavdar ve yulafta bulunduğu için bu gıdalardan ömür boyu uzak durmak gereklidir
8.199725667792694e+51                   6.8439199638723404e+41                  1.1360027982660975e+31                  26923297937567.035                      346595.9698088393                        Çölyaklı kişiler normal ekmek, makarna, pasta, börek, bisküvi ve benzeri çok sayıda gıdayı yememek durumundadır
4.9935060823454065e+50                  1.4806942541798748e+41                  2.626307106314344e+33                   1.1485016567413938e+17                  479469566.60144264                       Mısır unu, pirinç unu, soya unu, patates unu gibi maddeler gluten içermediği için rahatça tüketilebilir
1.2017143071629682e+20                  137257796422481.5                       2528517293.09759                        8368.772526222494                       32.68083698734118                        Çölyak hastaları gluten unundan yememelidir
2818223382787371.5                      751025199.4059864                       49836.81572068452                       216.09601799299878                      2.38239635007118                          Glutensiz ve kazeinsiz diyet  http://www
4154.213580002544                       2.6996009964534426                      None                                    None                                    None                                    colyak
69.95607958488871                       None                                    None                                    None                                    None                                    web
3.5223654828210285e+68                  2.864962544531467e+53                   1.2030180711492152e+39                  2.311145102363004e+23                   102808879956376.11                      tr  Zatürre  Pnömoni (Zatürre) , öncelikli olarak alveoller olarak bilinen mikroskobik hava keselerini etkileyen bir akciğer iltihaplanma durumudur
3.321412235327197e+76                   1.4958011507242382e+57                  6.264125388419432e+43                   4.3945628698111817e+30                  2.2345793989706764e+19                   Genellikle, virüsler veya bakteri ve daha az yaygın diğer mikroorganizmaların enfeksiyonu, bazı ilaçlar ve otoimmün hastalıklar gibi diğer durumlardan kaynaklanır
2.3975532398513935e+39                  1.483537264730542e+31                   4.59165798108285e+23                    1.469373991256977e+17                   7292722897.618197                         Tipik belirtiler arasında öksürük, göğüs ağrısı, ateş, ve nefes darlığı yer alır
4.527453572881226e+28                   4.4730541721478096e+20                  6869224198273199.0                      776859851177.3671                       655652.172286839                         Tanı araçları arasında x-ışınları ve balgam kültürü bulunur
2.3481633196327634e+23                  2.0707574859894355e+17                  34429671984319.8                        15815522.496547721                      3903.9805722941996                       Bazı tür pnömonileri önlemek için aşılar mevcuttur
4.979322960655687e+16                   213448746260290.06                      6778912914.945555                       14034.842467430386                      7.81570918966593                         Tedavisi altta yatan sebebe bağlıdır
1.184531093902715e+35                   4.503020416249553e+27                   1.2498637585923131e+17                  2267351917.017638                       152574.25327206918                       Bakteriyel olduğu farz edilen pnömoni, antibiyotikler ile tedavi edilir
2.956836537635882e+34                   5.993886606205377e+26                   1.122738890396448e+22                   2778958322005441.5                      3964106280.007513                        Pnömoni ciddi ise, hastalığa yakalanan kişi genellikle hastaneye yatırılır
1.2910294729219575e+54                  8.936713990146593e+41                   8.028267843297366e+33                   1.3920831970539037e+23                  1332969221756210.5                        Her yıl, pnömoni yaklaşık 450 milyon kişiyi yani dünya toplamının yüzde yedisini etkiler ve yaklaşık 4 milyon ölümle sonuçlanır
3.356392049848434e+98                   2.4565634700750885e+77                  2.3288245402963035e+55                  1.5646845605136712e+34                  4.311608721577912e+19                    Pnömoni, 19 yüzyılda William Osler tarafından "the captain of the men of death" (ölüm erlerinin lideri) olarak görülmüş olsa da, 20 yüzyılda antibiyotik terapisi ve aşıların gelişiyle sağkalımda iyileşmeler görülmüştür
1.4156549399097908e+60                  1.3821261227196866e+47                  1.5782065777207325e+40                  2.020846091363045e+32                   9.263268737748761e+19                    Bununla birlikte, gelişmekte olan ülkelerde, çok yaşlı, çok genç ve kronik hastalarda pnömoni önde gelen bir ölüm nedeni olmayı sürdürüyor
3.482973645568814e+100                  1.4298521533593636e+81                  1.682594006889339e+61                   3.5193952650799596e+33                  1319808861584573.8                        Bulaşıcı pnömoniye sahip kişilerde balgamlı öksürük ve ateş ile beraber titremeli üşümeler,nefes darlığı, derin nefes esnasında şiddetli veya saplanıcı türde göğüs ağrısı ve artmış solunum oranı görülür
5.5679583750224066e+23                  1875465878865969.0                      2116119885335.2048                      5000243.48968934                        515.0935026941519                        Yaşlılarda, konfüzyon en belirgin belirti olabilir
1.0023023877053008e+52                  1.3936362890387168e+41                  3.44733056536739e+32                    6.849652663622527e+24                   1519187745137022.0                       Beş yaşın altındaki çocuklarda görülen belirgin bulgu ve belirtiler ateş, öksürük ve hızlı veya güç solumadır
1.0452112164585822e+67                  1.5647144641333378e+50                  4.393671168873231e+40                   7.389379225775887e+28                   7.604135164765994e+21                     Ateş, birçok diğer yaygın hastalıkta da görüldüğü için özgün değildir ve ağır seyirli hastalık veya malnütrisyon sahibi kişilerde görülmeyebilir
7.268407926844725e+31                   2.1329612867652795e+23                  7.652763085356389e+17                   5502817640285.871                       15556674.465767367                       Ayrıca, öksürük iki aydan küçük çocuklarda çoğunlukla görülmez
2.6575755842338985e+81                  1.4119939888623849e+66                  1.2000076103009144e+51                  5.421882101581017e+29                   1552962761837275.0                       Daha şiddetli bulgu ve belirtiler arasında mavi renkli deri, azalmış susuzluk, kasılmalar, ısrarcı kusma, aşırı yüksek vücut ısısı veya azalmış bilinç seviyesi bulunabilir
1.550536332644099e+33                   3.9182531974123755e+23                  2.4778943930824268e+16                  5252090512.458624                       154146.77372451598                        Bakteriyel ve viral pnömonilerde de genellikle benzer belirtiler bulunur
6.516628123672327e+39                   1.6062425439749835e+30                  4.229306203472762e+22                   853751992392536.8                       31367670069.32745                        Bazı nedenler klasik ancak spesifik olmayan klinik özellikler ile ilişkilendirilirler
2.060438925329054e+112                  3.886688256923104e+84                   7.2276456554894e+55                     3.8202011716093225e+29                  3.833127895809436e+16                   "Legionella kaynaklı pnomani, karın ağrısı, diyare veya konfüzyon ile ortaya çıkarken, "Pnömokok kaynaklı pnömoni pas rengi balgam ile ilişkilendirilir ve "Klebsiella kaynaklı pnömonide “kuşüzümü jeli” olarak tanımlanan kanlı balgam görülebilir
2.0887502021586767e+77                  3.821518269897798e+60                   2.462321760998977e+40                   2.156987906355522e+25                   1824408055914862.0                       Kanlı balgam (hemoptisisolarak bilinir) tüberküloz, Gram-negatif pnömoni ve akciğer apsesinin yanı sıra daha yaygın olarak akut bronşit ile de ortaya çıkabilir
4.408025603573347e+63                   5.0872269806224106e+48                  3.503208945644606e+37                   4.232683672833965e+23                   8843550308425.5                          "Mikoplazma" pnömoni, boyundaki lenf bezlerinin şişmesi, eklem ağrısı, veya bir orta kulak iltihabı ile ilişkili olarak ortaya çıkabilir
2.500840795452789e+45                   1.6756026203315658e+34                  1.6011492225989644e+22                  16302676113568.373                      157628076.51328138                       Viral pnömoni, bakteriyel pnömoniye oranla daha yaygın olarak hırıltılı solunum ortaya çıkar
7.150849760135197e+59                   1.488921801303383e+45                   6.568102236558804e+33                   1.6444495366151472e+24                  77802863482130.92                         Pnömoni, öncelikle bakteri veya virüslerden ve daha az yaygın olarak mantarlar ve parazitlerden kaynaklanan enfeksiyonlara bağlıdır
4.089793278322384e+54                   1.113674907865175e+42                   1.527276695545772e+32                   8.878469603616744e+21                   7765133457647.25                         Tanımlanmış 100 türden fazla enfeksiyon ajanı olmasına rağmen yalnızca birkaçı vakaların büyük çoğunluğundan sorumludur
7.129472294280628e+74                   1.5659876412993448e+59                  6.711366213936553e+46                   4.3808814397107406e+32                  2.2841407598876055e+18                   Hem virüsler hem de bakteriler ile birleşmiş enfeksiyonlar çocuklardaki enfeksiyonların %45’e kadarında ve yetişkinlerdeki enfeksiyonların %15’e kadarında ortaya çıkabilir
8.234185675423574e+45                   5.461352197906827e+36                   3.0301172514396932e+29                  2.7991080078668087e+19                  40807903628.33695                        Dikkatli yapılan testlere rağmen neden olan ajanlar vakaların yaklaşık yarısında izole edilemeyebilir
1.1257271149071106e+129                 8.771516433215443e+96                   1.81888456355901e+70                    5.878005664787009e+46                   3.359313965024488e+30                     "Pnömoni" terimi bazen daha yaygın olarak akciğerlerin inflamasyonu ile sonuçlanan herhangi bir durum (örneğin, otoimmün hastalıklar, kimyasal yanıklar veya ilaç reaksiyonlarından kaynaklanan) için kullanılabilir; ancak, bu inflamasyon daha doğru olarak pnömonit olarak adlandırılır
1.201104341373832e+52                   2.7491356521946803e+41                  6.80042039217421e+30                    3.8046598681335546e+19                  74957245576.39426                        Tarih boyunca, bulaşıcı ajanlar, farz edilen görünüşlerine dayanarak “tipik” ve “atipik” olarak ikiye ayrılmıştır
1.5991298842169086e+32                  3.520456794276934e+23                   1.1170433638121636e+19                  15926369431744.936                      30307120.794326086                       Ancak kanıtlar bu ayrımı desteklemediği için artık belirtilmemektedir
1.1715092602679916e+96                  2.76133629889675e+76                    2.1602366565374198e+55                  2.531054305933519e+32                   2.939643442771592e+17                     Pnömoniye yatkınlaştıran koşullar ve risk faktörleri arasında sigara içmek, bağışıklık yetmezliği, alkolizm, kronik obstrüktif pulmoner hastalık, kronik böbrek hastalığı ve karaciğer hastalığı yer alır
9.777850636664582e+61                   1.0624247457410484e+47                  1.3500666725325247e+33                  5.224218485432969e+18                   1222604719.9109237                       Proton pompa inhibitörü veya H2 blokerleri gibi asit bastırıcı ilaçların kullanımı, artmış pnömoni riski ile ilişkilendirilir
2.7848663667439213e+17                  1579819065767.7695                      5726388.115751906                       357.4185824295706                       8.068839540813077                        Yaşlılık da pnömoniye yatkınlaştırır
8.497310266216528e+65                   5.6519481098519065e+48                  1.4932265420675591e+30                  1.0923590493118945e+19                  28440910641.89866                         Bakteriler, toplum kökenli pnömoninin (CAP) en yaygın nedenlerinden biridir ve "Streptococcus pneumoniae", vakaların yaklaşık %50’sinde izole edilir
5.2385267218841567e+129                 9.792696064292517e+97                   1.4737910565933863e+60                  4.55770912559211e+29                    5240949194238702.0                       Diğer yaygın olarak izole edilen bakteriler arasında bulunanlar: vakaların yüzde 20’sinde "Haemophilus influenzae", yüzde 13’ünde "Chlamydophila pneumoniae" ve %3’ünde "Mycoplasma pneumoniae"; "Staphylococcus aureus"; "Moraxella catarrhalis"; "Legionella pneumophila" ve Gram-negatif basil
4.051863844251419e+92                   1.4813186128183565e+63                  3.3670234252929686e+40                  1.1900340584946831e+24                  50706735831355.59                        "Streptococcus pneumoniae" (DRSP) ve methicillin-resistant Staphylococcus aureus(MRSA) dahil olmak üzere yukarıdaki enfeksiyonların birtakım ilaca dirençli türleri giderek daha da yaygınlaşıyor
4.796860438780212e+32                   8.799798905199667e+22                   1.2796661019366166e+17                  189248210697026.72                      466971499920.3144                         Risk faktörlerinin bulunması organizmaların yayılmasını kolaylaştırır
5.1879296525573607e+129                 1.4579295111135634e+95                  1.9515693229732658e+56                  2.4159622682504703e+30                  7.02436211382993e+17                     Alkolizm 'Streptococcus pneumoniae", aneorob mikroorganizmalar ve "Mycobacterium tuberculosis" ile ilişkilendirilir; sigara içmek "Streptococcus pneumoniae", "Haemophilus influenzae", "Moraxella catarrhalis", ve "Legionella pneumophila"’nin etkilerini kolaylaştırır
8.115221759988988e+118                  1.1903896305696583e+88                  2.1524548253004708e+54                  8.910051103052439e+27                   2.920646034486068e+17                    Kuşlara maruziyet, "Chlamydia psittaci" ile; çiftlik hayvanlarına maruziyet "Coxiella burnetti"; mide içeriğinin aspirasyonu aneorob mikroorganizmalar ile; ve cystic fibrosis "Pseudomonas aeruginosa" ve "Staphylococcus aureus" ile ilişkilendirilir
1.1726833887322562e+62                  5.739468489884329e+43                   1.0905686740188318e+29                  6.91552641533204e+17                    89976676681.3596                        "Streptococcus pneumoniae" kışın daha yaygındır, ve büyük miktarda aneorob mikroorganizma soluyan kişilerde kuşkulanılmalıdır
3.861694168625671e+42                   1.89632422778306e+33                    9.381274973471005e+25                   1.7412258666314058e+17                  3891152018.2562304                        Virüsler, pnömoni vakalarının yetişkinlerde yaklaşık üçte birinin ve çocuklarda %15’inin sebebidir
7.62798482786658e+80                    9.828204518794929e+64                   3.115510671616553e+37                   2.579146228249754e+17                   3834015.2137138895                       Yaygın bulaştırıcı ajanlar arasında rinovirüsler, koronavirüsler, influenza virüsü,respiratuar sinsityal virüs (RSV), adenovirüs ve parainfluenza bulunur
1.7540707573763353e+72                  1.8545650471997895e+54                  1.4070469136324768e+38                  1.5434237582691653e+21                  1672121047608.0432                       Herpes simplex virüsü, yenidoğanlar, kanserli kişiler, transplant alıcıları ve ciddi yanıklara sahip kişiler gibi gruplar dışında nadiren pnömoniye neden olur
4.264245434691317e+52                   9.106689097406192e+39                   1.4300641399160586e+29                  6.195095383094826e+18                   2564425591147.2295                       Organ nakli uygulanan veya bağışıklık yetmezliği olan kişiler yüksek oranda sitomegalovirüs pnömoni gösterir
1.7302648826269817e+105                 2.8447312818469674e+73                  5.141379433511802e+46                   1.3099361824342353e+32                  2.3303241917247406e+18                   Viral enfeksiyonlara sahip kişiler, özellikle diğer sağlık sorunları mevcut olduğunda, ikinci olarak "Streptococcus pneumoniae", "Staphylococcus aureus", veya"Haemophilus influenzae" bakterisi ile infekte olabilir
1.8589924014345138e+26                  5.67300531624016e+18                    144918375830029.22                      9506114248.051525                       2099963.909421532                        Farklı virüsler yılın farklı dönemlerinde çoğunlukta olur
2.806640802326181e+46                   1.5035298051406235e+38                  1.3487590145951965e+25                  2.4320195730670387e+17                  165954110551.18124                       Örneğin, influenza döneminde influenza tüm viral vakaların yarısından fazlasının nedeni olabilir
9.777838822219805e+46                   1.392981713406311e+36                   2.614739621218499e+25                   8.295702932000415e+17                   2049778215763.04                         "Hantavirus" ve "koronavirüs" dahil olmak üzere diğer virüslerin de salgını zaman zaman ortaya çıkar 
4.0964282515274407e+95                  4.244001954003924e+73                   2.3690254443108733e+58                  2.2795046101410653e+41                  4.2558494501528776e+27                    Mantar pnömonisi yaygın değildir ancak AIDS, bağışıklık sistemini baskılayıcı ilaçlar veya diğer tıbbi sorunlar nedeniyle zayıflamış bağışıklık sistemine sahip kişilerde daha yaygın olarak ortaya çıkabilir
6.047573346062593e+68                   1.5776560744118517e+41                  1.1848841802338604e+16                  1541380.539356454                       469.3863103950808                        Genellikle "Histoplasma capsulatum", bsoyadıomiçes, "Cryptococcus neoformans", "Pneumocystis jiroveci" ve "Coccidioides immitis"ten kaynaklanır
3.0922152559169626e+58                  2.211811208375731e+40                   4.6500521749421816e+23                  1.1266558875827412e+16                  34772884543.24359                        Histoplazmoz en çok Mississippi River havzasında ve coccidioidomycosis ise en çok Amerika’nın Güneybatısında yaygındır
1.8921137545122485e+39                  5.89151296864969e+31                    3.156726169839489e+25                   2.152897324184887e+16                   249730287.88099745                       Toplumda artan seyahat ve bağışıklık sistemini baskılayıcı tedavi oranları nedeniyle 20
6.0443582886174085e+26                  1.720944732214408e+20                   1.4395284045116756e+16                  10296826385.880718                      17836624.131716292                       yüzyılının ikinci yarısında vaka sayısı artış göstermiştir
4.3476652123088805e+78                  4.4593577451361325e+55                  2.0210118300062763e+31                  1.665983095889753e+17                   17784703829.55823                         'Toxoplasma gondii", "Strongyloides stercoralis","Ascaris lumbricoides" ve "Plasmodium malariae" dahil olmak üzere çeşitli parazitler akciğerleri etkileyebilir
4.784421233632382e+46                   4.8477335490423506e+36                  3.443161930149285e+26                   6.602829341454232e+16                   87419735166.82419                        Bu organizmalar genellikle ciltle doğrudan temas, yutulma veya taşıyıcı bir haşere ile vücuda girer
2.634557490127793e+69                   1.266232124724514e+54                   2.7075957486333785e+40                  2.0260750889133628e+27                  6.1668247492525544e+16                   "Paragonimus westermani" haricinde çoğu parazit, akciğerleri belirli bir biçimde etkilemez ancak diğer alanlara ikincil olarak akciğerlere de bulaşır
4.7957155131143365e+83                  1.880759993094134e+68                   1.441251313074009e+47                   2.2083107036053417e+31                  9.938497582141432e+20                    "Ascaris" ve"Strongyloides" genera’ya ait olanlar başta olmak üzere bazı parazitler, eozinofilik pnömoni ile sonuçlanabilecek güçlü bir eozinofilik reaksiyonu stimüle eder
1.7146070563205894e+57                  5.62251287239973e+43                    2.656621107901661e+34                   3.102913528442294e+21                   1676939754344.356                        Sıtma gibi diğer enfeksiyonlarda, akciğere bulaşma ağırlıklı olarak sitokin kaynaklı sistemik iltihaplanmadan kaynaklanır
1.7895898789184223e+42                  1.2717371400176086e+32                  1.4085178082470091e+25                  2435388816502830.5                      29159.02313747606                        Gelişmiş dünyada bu enfeksiyonlar en çok seyahatten dönen kişilerde veya göçmenlerde yaygındır
1.2579269020629299e+36                  1.3620491742810415e+28                  3.933903317236102e+23                   1.3871340697754691e+17                  350766095.0395721                        Bu enfeksiyonlar dünyaca en çok bağışıklık yetmezliği olan kişilerde yaygındır
2.132525805793534e+51                   4.066279101523214e+35                   7.367152861817764e+24                   416355693243597.7                       25882429.510082673                        İdyopatik interstisyel pnömoni veya bulaşıcı olmayan pnömoniler difüz akciğer hastalığının bir sınıfıdır
